State,,County,Percent
KS,98,Wabaunsee,0.25
KS,99,Wallace,0.05
KS,100,Washington,0.16
KS,101,Wichita,0.15
KS,102,Wilson,0.18
KS,103,Woodson,0.19
KS,104,Wyandotte,0.65
KY,0,Adair,0.16
KY,1,Allen,0.18
KY,2,Anderson,0.25
KY,3,Ballard,0.20
KY,4,Barren,0.26
KY,5,Bath,0.28
KY,6,Bell,0.18
KY,7,Boone,0.31
KY,8,Bourbon,0.34
KY,9,Boyd,0.33
KY,10,Boyle,0.37
KY,11,Bracken,0.19
KY,12,Breathitt,0.23
KY,13,Breckinridge,0.23
KY,14,Bullitt,0.25
KY,15,Butler,0.18
KY,16,Caldwell,0.22
KY,17,Calloway,0.33
KY,18,Campbell,0.40
KY,19,Carlisle,0.18
KY,20,Carroll,0.27
KY,21,Carter,0.23
KY,22,Casey,0.13
KY,23,Christian,0.35
KY,24,Clark,0.33
KY,25,Clay,0.11
KY,26,Clinton,0.12
KY,27,Crittenden,0.17
KY,28,Cumberland,0.15
KY,29,Daviess,0.35
KY,30,Edmonson,0.20
KY,31,Elliott,0.24
KY,32,Estill,0.21
KY,33,Fayette,0.59
KY,34,Fleming,0.21
KY,35,Floyd,0.24
KY,36,Franklin,0.49
KY,37,Fulton,0.33
KY,38,Gallatin,0.21
KY,39,Garrard,0.21
KY,40,Grant,0.20
KY,41,Graves,0.21
KY,42,Grayson,0.20
KY,43,Green,0.16
KY,44,Greenup,0.27
KY,45,Hancock,0.30
KY,46,Hardin,0.37
KY,47,Harlan,0.14
KY,48,Harrison,0.27
KY,49,Hart,0.23
KY,50,Henderson,0.37
KY,51,Henry,0.26
KY,52,Hickman,0.21
KY,53,Hopkins,0.25
KY,54,Jackson,0.10
KY,55,Jefferson,0.59
KY,56,Jessamine,0.33
KY,57,Johnson,0.16
KY,58,Kenton,0.39
KY,59,Knott,0.23
KY,60,Knox,0.16
KY,61,LaRue,0.21
KY,62,Laurel,0.16
KY,63,Lawrence,0.18
KY,64,Lee,0.17
KY,65,Leslie,0.09
KY,66,Letcher,0.20
KY,67,Lewis,0.14
KY,68,Lincoln,0.21
KY,69,Livingston,0.19
KY,70,Logan,0.25
KY,71,Lyon,0.26
KY,72,McCracken,0.33
KY,73,McCreary,0.11
KY,74,McLean,0.23
KY,75,Madison,0.36
KY,76,Magoffin,0.22
KY,77,Marion,0.31
KY,78,Marshall,0.23
KY,79,Martin,0.10
KY,80,Mason,0.30
KY,81,Meade,0.26
KY,82,Menifee,0.24
KY,83,Mercer,0.26
KY,84,Metcalfe,0.19
KY,85,Monroe,0.12
KY,86,Montgomery,0.28
KY,87,Morgan,0.21
KY,88,Muhlenberg,0.25
KY,89,Nelson,0.31
KY,90,Nicholas,0.28
KY,91,Ohio,0.22
KY,92,Oldham,0.38
KY,93,Owen,0.20
KY,94,Owsley,0.11
KY,95,Pendleton,0.19
KY,96,Perry,0.22
KY,97,Pike,0.19
KY,98,Powell,0.25
KY,99,Pulaski,0.18
KY,100,Robertson,0.22
KY,101,Rockcastle,0.15
KY,102,Rowan,0.39
KY,103,Russell,0.15
KY,104,Scott,0.37
KY,105,Shelby,0.34
KY,106,Simpson,0.31
KY,107,Spencer,0.22
KY,108,Taylor,0.24
KY,109,Todd,0.23
KY,110,Trigg,0.24
KY,111,Trimble,0.23
KY,112,Union,0.23
KY,113,Warren,0.41
KY,114,Washington,0.26
KY,115,Wayne,0.18
KY,116,Webster,0.24
KY,117,Whitley,0.17
KY,118,Wolfe,0.28
KY,119,Woodford,0.43
LA,0,Acadia,0.19
LA,1,Allen,0.22
LA,2,Ascension,0.33
LA,3,Assumption,0.34
LA,4,Avoyelles,0.29
LA,5,Beauregard,0.16
LA,6,Bienville,0.44
LA,7,Bossier,0.29
LA,8,Caddo,0.53
LA,9,Calcasieu,0.31
LA,10,Caldwell,0.16
LA,11,Cameron,0.08
LA,12,Catahoula,0.26
LA,13,Claiborne,0.42
LA,14,Concordia,0.36
LA,15,DeSoto,0.37
LA,16,East Baton Rouge,0.56
LA,17,East Carroll,0.63
LA,18,East Feliciana,0.41
LA,19,Evangeline,0.27
LA,20,Franklin,0.27
LA,21,Grant,0.12
LA,22,Iberia,0.34
LA,23,Iberville,0.51
LA,24,Jackson,0.28
LA,25,Jefferson,0.44
LA,26,Jeff Davis,0.22
LA,27,Lafayette,0.35
LA,28,Lafourche,0.19
LA,29,LaSalle,0.09
LA,30,Lincoln,0.39
LA,31,Livingston,0.14
LA,32,Madison,0.57
LA,33,Morehouse,0.43
LA,34,Natchitoches,0.42
LA,35,Orleans,0.83
LA,36,Ouachita,0.38
LA,37,Plaquemines,0.31
LA,38,Pointe Coupee,0.38
LA,39,Rapides,0.33
LA,40,Red River,0.40
LA,41,Richland,0.32
LA,42,Sabine,0.16
LA,43,St. Bernard,0.35
LA,44,St. Charles,0.34
LA,45,St. Helena,0.54
LA,46,St. James,0.52
LA,47,St. John the Baptist,0.63
LA,48,St. Landry,0.42
LA,49,St. Martin,0.31
LA,50,St. Mary,0.35
LA,51,St. Tammany,0.27
LA,52,Tangipahoa,0.33
LA,53,Tensas,0.52
LA,54,Terrebonne,0.24
LA,55,Union,0.24
LA,56,Vermilion,0.18
LA,57,Vernon,0.17
LA,58,Washington,0.31
LA,59,Webster,0.34
LA,60,West Baton Rouge,0.44
LA,61,West Carroll,0.14
LA,62,West Feliciana,0.37
LA,63,Winn,0.25
ME,0,Androscoggin,0.41
ME,1,Aroostook,0.25
ME,2,Cumberland,0.56
ME,3,Franklin,0.31
ME,4,Hancock,0.41
ME,5,Kennebec,0.44
ME,6,Knox,0.46
ME,7,Lincoln,0.50
ME,8,Oxford,0.33
ME,9, Penobscot,0.26
ME,10,Piscataquis,0.21
ME,11,Sagadahoc,0.55
ME,12,Waldo,0.45
ME,13,Washington,0.17
ME,14,York,0.51
MD,0,Allegany,0.30
MD,1,Anne Arundel,0.56
MD,2,Baltimore,0.62
MD,3,Baltimore City,0.88
MD,4,Calvert,0.46
MD,5,Caroline,0.32
MD,6,Carroll,0.37
MD,7,Cecil,0.36
MD,8,Charles,0.70
MD,9,Dorchester,0.43
MD,10,Frederick,0.54
MD,11,Garrett,0.21
MD,12,Harford,0.43
MD,13,Howard,0.71
MD,14,Kent,0.50
MD,15,Montgomery,0.79
MD,16,Prince George's,0.90
MD,17,Queen Anne's,0.36
MD,18,St. Mary's,0.42
MD,19,Somerset,0.42
MD,20,Talbot,0.49
MD,21,Washington,0.39
MD,22,Wicomico,0.48
MD,23,Worcester,0.40
MA,0,Barnstable_County,0.66
MA,1,Berkshire_County,0.65
MA,2,Bristol_County,0.52
MA,3,Dukes_County,0.69
MA,4,Essex_County,0.62
MA,5,Franklin_County,0.62
MA,6, Hampden_County,0.45
MA,7,Middlesex_County,0.68
MA,8,Nantucket_County,0.72
MA,9,Norfolk_County,0.65
MA,10,Plymouth_County,0.54
MA,11,Suffolk_County,0.71
MA,12,Worcester_County,0.53
MI,0,Alcona,0.30
MI,1,Alger,0.40
MI,2,Allegan,0.36
MI,3,Alpena,0.35
MI,4,Antrim,0.42
MI,5,Arenac,0.31
MI,6,Baraga,0.37
MI,7,Barry,0.33
MI,8,Bay,0.44
MI,9,Benzie,0.45
MI,10,Berrien,0.45
MI,11,Branch,0.30
MI,12,Calhoun,0.43
MI,13,Cass,0.35
MI,14,Charlevoix,0.41
MI,15,Cheboygan,0.34
MI,16,Chippewa,0.38
MI,17,Clare,0.32
MI,18,Clinton,0.46
MI,19,Crawford,0.34
MI,20,Delta,0.36
MI,21,Dickinson,0.33
MI,22,Eaton,0.49
MI,23,Emmet,0.44
MI,24,Genesee,0.54
MI,25,Gladwin,0.31
MI,26,Gogebic,0.43
MI,27,Grand Traverse,0.48
MI,28,Gratiot,0.35
MI,29,Hillsdale,0.25
MI,30,Houghton,0.42
MI,31,Huron,0.31
MI,32,Ingham,0.65
MI,33,Ionia,0.34
MI,34,Iosco,0.35
MI,35,Iron,0.37
MI,36,Isabella,0.48
MI,37,Jackson,0.40
MI,38,Kalamazoo,0.58
MI,39,Kalkaska,0.28
MI,40,Kent,0.52
MI,41,Keweenaw,0.43
MI,42,Lake,0.36
MI,43,Lapeer,0.31
MI,44,Leelanau,0.52
MI,45,Lenawee,0.39
MI,46,Livingston,0.38
MI,47,Luce,0.27
MI,48,Mackinac,0.38
MI,49,Macomb,0.45
MI,50,Manistee,0.42
MI,51,Marquette,0.55
MI,52,Mason,0.39
MI,53,Mecosta,0.35
MI,54,Menominee,0.34
MI,55,Midland,0.42
MI,56,Missaukee,0.23
MI,57,Monroe,0.38
MI,58,Montcalm,0.30
MI,59,Montmorency,0.28
MI,60,Muskegon,0.50
MI,61,Newaygo,0.29
MI,62,Oakland,0.56
MI,63,Oceana,0.35
MI,64,Ogemaw,0.29
MI,65,Ontonagon,0.37
MI,66,Osceola,0.26
MI,67,Oscoda,0.28
MI,68,Otsego,0.32
MI,69,Ottawa,0.38
MI,70,Presque Isle,0.35
MI,71,Roscommon,0.34
MI,72,Saginaw,0.49
MI,73,St. Clair,0.34
MI,74,St. Joseph,0.33
MI,75,Sanilac,0.27
MI,76,Schoolcraft,0.34
MI,77,Shiawassee,0.39
MI,78,Tuscola,0.30
MI,79,Van Buren,0.43
MI,80,Washtenaw,0.72
MI,81,Wayne,0.68
MI,82,Wexford,0.32
MN,0,Aitkin,0.36
MN,1,Anoka,0.48
MN,2,Becker,0.34
MN,3,Beltrami,0.47
MN,4,Benton,0.33
MN,5,Big Stone,0.35
MN,6,Blue Earth,0.51
MN,7,Brown,0.33
MN,8,Carlton,0.50
MN,9,Carver,0.47
MN,10,Cass,0.35
MN,11,Chippewa,0.34
MN,12,Chisago,0.34
MN,13,Clay,0.51
MN,14,Clearwater,0.27
MN,15,Cook,0.66
MN,16,Cottonwood,0.30
MN,17,Crow Wing,0.34
MN,18,Dakota,0.56
MN,19,Dodge,0.34
MN,20,Douglas,0.33
MN,21,Faribault,0.32
MN,22,Fillmore,0.38
MN,23,Freeborn,0.41
MN,24,Goodhue,0.41
MN,25,Grant,0.36
MN,26,Hennepin,0.71
MN,27,Houston,0.42
MN,28,Hubbard,0.35
MN,29,Isanti,0.30
MN,30,Itasca,0.41
MN,31,Jackson,0.30
MN,32,Kanabec,0.30
MN,33,Kandiyohi,0.36
MN,34,Kittson,0.38
MN,35,Koochiching,0.38
MN,36,Lac Qui Parle,0.36
MN,37,Lake,0.51
MN,38,Lake of the Woods,0.28
MN,39,Le Sueur,0.34
MN,40,Lincoln,0.30
MN,41,Lyon,0.36
MN,42,McLeod,0.31
MN,43,Mahnomen,0.48
MN,44,Marshall,0.25
MN,45,Martin,0.30
MN,46,Meeker,0.29
MN,47,Mille Lacs,0.30
MN,48,Morrison,0.22
MN,49,Mower,0.46
MN,50,Murray,0.30
MN,51,Nicollet,0.50
MN,52,Nobles,0.34
MN,53,Norman,0.41
MN,54,Olmsted,0.54
MN,55,Otter Tail,0.33
MN,56,Pennington,0.35
MN,57,Pine,0.34
MN,58,Pipestone,0.27
MN,59,Polk,0.35
MN,60,Pope,0.35
MN,61,Ramsey,0.72
MN,62,Red Lake,0.32
MN,63,Redwood,0.28
MN,64,Renville,0.31
MN,65,Rice,0.49
MN,66,Rock,0.30
MN,67,Roseau,0.26
MN,68,St. Louis,0.57
MN,69,Scott,0.46
MN,70,Sherburne,0.33
MN,71,Sibley,0.29
MN,72,Stearns,0.38
MN,73,Steele,0.38
MN,74,Stevens,0.38
MN,75,Swift,0.34
MN,76,Todd,0.25
MN,77,Traverse,0.36
MN,78,Wabasha,0.36
MN,79,Wadena,0.26
MN,80,Waseca,0.34
MN,81,Washington,0.54
MN,82,Watonwan,0.38
MN,83,Wilkin,0.30
MN,84,Winona,0.49
MN,85,Wright,0.35
MN,86,Yellow Medicine,0.31
MS,0,Adams,0.56
MS,1,Alcorn,0.18
MS,2,Amite,0.36
MS,3,Attala,0.40
MS,4,Benton,0.39
MS,5,Bolivar,0.65
MS,6,Calhoun,0.29
MS,7,Carroll,0.30
MS,8,Chickasaw,0.47
MS,9,Choctaw,0.28
MS,10,Claiborne,0.85
MS,11,Clarke,0.34
MS,12,Clay,0.57
MS,13,Coahoma,0.71
MS,14,Copiah,0.50
MS,15,Covington,0.37
MS,16,DeSoto,0.37
MS,17,Forrest,0.43
MS,18,Franklin,0.33
MS,19,George,0.11
MS,20,Greene,0.17
MS,21,Grenada,0.37
MS,22,Hancock,0.22
MS,23,Harrison,0.37
MS,24,Hinds,0.73
MS,25,Holmes,0.79
MS,26,Humphreys,0.72
MS,27,Issaquena,0.53
MS,28,Itawamba,0.12
MS,29,Jackson,0.32
MS,30,Jasper,0.50
MS,31,Jefferson,0.85
MS,32,Jeff Davis,0.58
MS,33,Jones,0.28
MS,34,Kemper,0.61
MS,35,Lafayette,0.43
MS,36,Lamar,0.26
MS,37,Lauderdale,0.42
MS,38,Lawrence,0.34
MS,39,Leake,0.42
MS,40,Lee,0.33
MS,41,Leflore,0.67
MS,42,Lincoln,0.30
MS,43,Lowndes,0.48
MS,44,Madison,0.43
MS,45,Marion,0.31
MS,46,Marshall,0.51
MS,47,Monroe,0.34
MS,48,Montgomery,0.42
MS,49,Neshoba,0.28
MS,50,Newton,0.30
MS,51,Noxubee,0.76
MS,52,Oktibbeha,0.52
MS,53,Panola,0.47
MS,54,Pearl River,0.17
MS,55,Perry,0.23
MS,56,Pike,0.50
MS,57,Pontotoc,0.18
MS,58,Prentiss,0.20
MS,59,Quitman,0.67
MS,60,Rankin,0.27
MS,61,Scott,0.40
MS,62,Sharkey,0.67
MS,63,Simpson,0.34
MS,64,Smith,0.22
MS,65,Stone,0.23
MS,66,Sunflower,0.70
MS,67,Tallahatchie,0.55
MS,68,Tate,0.32
MS,69,Tippah,0.19
MS,70,Tishomingo,0.12
MS,71,Tunica,0.72
MS,72,Union,0.17
MS,73,Walthall,0.39
MS,74,Warren,0.50
MS,75,Washington,0.69
MS,76,Wayne,0.36
MS,77,Webster,0.19
MS,78,Wilkinson,0.67
MS,79,Winston,0.44
MS,80,Yalobusha,0.43
MS,81,Yazoo,0.53
MO,0,Adair,0.36
MO,1,Andrew,0.24
MO,2,Atchison,0.20
MO,3,Audrain,0.25
MO,4,Barry,0.19
MO,5,Barton,0.14
MO,6,Bates,0.20
MO,7,Benton,0.21
MO,8,Bollinger,0.13
MO,9,Boone,0.55
